SMA     INTENS    INT_ERR   PIX_VAR       RMS  ELLIP ELLIP_ERR      PA  PA_ERR      X0 X0_ERR      Y0 Y0_ERR     GRAD GRAD_ERR GRAD_R_ERR       RSMA     MAG MAG_LERR MAG_UERR      TFLUX_E      TFLUX_C  TMAG_E  TMAG_C NPIX_E NPIX_C        A3  A3_ERR        B3  B3_ERR        A4  A4_ERR        B4  B4_ERR NDATA NFLAG NITER  STOP     A_BIG SAREA
pixel                                                            degrees degrees   pixel  pixel   pixel  pixel                              pixel**1/4                                                                                                                                                                                             pixel

     0.00        11.      INDEF     INDEF     INDEF  INDEF     INDEF   INDEF   INDEF  222.87  INDEF  158.96  INDEF    -2.58    INDEF      INDEF    0.00000    -2.6    INDEF    INDEF        INDEF        INDEF   INDEF   INDEF  INDEF  INDEF     INDEF   INDEF     INDEF   INDEF     INDEF   INDEF     INDEF   INDEF     1     0 INDEF INDEF     INDEF INDEF
     0.52       9.62      0.034     0.173     0.122 0.1048    0.0778  -69.76   23.23  222.87   0.02  158.96   0.02    -2.56    0.985      0.385    0.84958   -2.46  0.00384  0.00383       10.969       10.969    -2.6    -2.6      1      1    0.0703   0.043    -0.011  0.0323   -0.0878  0.0383    0.0129  0.0178    13     0    10     0   7.31E-4   2.0
     0.57        9.5     0.0363     0.185     0.131 0.1105    0.0760  -69.13   21.59  222.85   0.02  158.95   0.02    -2.53    0.956      0.378    0.87007   -2.44  0.00416  0.00414       10.969       10.969    -2.6    -2.6      1      1    0.0728  0.0423  -0.00856   0.031   -0.0847  0.0365   0.00936   0.017    13     0    10     0   7.71E-4   2.0
     0.63       9.37     0.0388     0.198      0.14 0.1173    0.0742  -68.48   19.92  222.83   0.03  158.94   0.02    -2.49    0.927      0.372    0.89105   -2.43   0.0045  0.00448       10.969       10.969    -2.6    -2.6      1      1    0.0752  0.0416  -0.00621  0.0297   -0.0812  0.0346   0.00569  0.0163    13     0    10     0   7.57E-4   2.0
     0.69       9.23     0.0413     0.211     0.149 0.1258    0.0724  -67.76   18.21  222.81   0.03  158.93   0.03    -2.45    0.897      0.365    0.91254   -2.41  0.00487  0.00485       10.969       10.969    -2.6    -2.6      1      1    0.0778  0.0409  -0.00388  0.0283   -0.0773  0.0327   0.00176  0.0158    13     0    10     0   4.18E-4   2.0
     0.76       9.08     0.0438     0.223     0.158 0.1351    0.0697  -67.33   16.40  222.79   0.03  158.92   0.03    -2.43    0.861      0.354    0.93454    -2.4  0.00525  0.00522       10.969       10.969    -2.6    -2.6      1      1    0.0783  0.0394  -0.00311  0.0269   -0.0726  0.0304  -9.04E-4  0.0154    13     0    10     0   0.00197   2.0
     0.84        8.9     0.0479     0.244     0.173 0.1317    0.0623  -64.67   15.01  222.77   0.03  158.90   0.03    -2.71    0.803      0.296    0.95708   -2.37  0.00585  0.00582       10.969       10.969    -2.6    -2.6      1      1    0.0747  0.0321   0.00928  0.0226    -0.057  0.0224   -0.0104  0.0143    13     0    10     0   0.00253   2.0
     0.92       8.67     0.0391     0.199     0.141 0.1251    0.0440  -50.71   11.12  222.76   0.02  158.90   0.02    -2.87    0.578      0.201    0.98016   -2.34   0.0049  0.00488       10.969       10.969    -2.6    -2.6      1      1    0.0358  0.0206    0.0207   0.019   0.00727  0.0147   -0.0375  0.0159    13     0    10     0   5.40E-4   2.0
