SMA     INTENS    INT_ERR   PIX_VAR       RMS  ELLIP ELLIP_ERR      PA  PA_ERR      X0 X0_ERR      Y0 Y0_ERR     GRAD GRAD_ERR GRAD_R_ERR       RSMA     MAG MAG_LERR MAG_UERR      TFLUX_E      TFLUX_C  TMAG_E  TMAG_C NPIX_E NPIX_C        A3  A3_ERR        B3  B3_ERR        A4  A4_ERR        B4  B4_ERR NDATA NFLAG NITER  STOP     A_BIG SAREA
pixel                                                            degrees degrees   pixel  pixel   pixel  pixel                              pixel**1/4                                                                                                                                                                                             pixel

     0.00       11.1      INDEF     INDEF     INDEF  INDEF     INDEF   INDEF   INDEF  169.15  INDEF  101.91  INDEF    -2.36    INDEF      INDEF    0.00000   -2.61    INDEF    INDEF        INDEF        INDEF   INDEF   INDEF  INDEF  INDEF     INDEF   INDEF     INDEF   INDEF     INDEF   INDEF     INDEF   INDEF     1     0 INDEF INDEF     INDEF INDEF
     0.53        9.8     0.0315     0.161     0.113 0.1747    0.0688   86.76   12.78  169.15   0.02  101.91   0.02    -2.42    0.888      0.368    0.85475   -2.48  0.00349  0.00348       11.063       11.063   -2.61   -2.61      1      1   -0.0642  0.0357   -0.0592  0.0337    0.0186  0.0187    0.0602  0.0277    13     0    10     0   1.58E-4   2.0
     0.59       9.68     0.0339     0.173     0.122 0.1761    0.0677   86.71   12.49  169.16   0.02  101.90   0.02    -2.39    0.867      0.362    0.87536   -2.46   0.0038  0.00379       11.063       11.063   -2.61   -2.61      1      1   -0.0644   0.035   -0.0586  0.0329    0.0177  0.0183    0.0584  0.0267    13     0    10     0   1.50E-4   2.0
     0.65       9.55     0.0363     0.185     0.131 0.1777    0.0666   86.65   12.18  169.18   0.03  101.89   0.02    -2.37    0.845      0.357    0.89646   -2.45  0.00414  0.00412       11.063       11.063   -2.61   -2.61      1      1   -0.0647  0.0343   -0.0578   0.032    0.0168  0.0179    0.0563  0.0257    13     0    10     0   1.79E-4   2.0
     0.71       9.41     0.0389     0.198      0.14 0.1794    0.0653   86.60   11.85  169.20   0.03  101.88   0.02    -2.35    0.821       0.35    0.91808   -2.43  0.00449  0.00447       11.063       11.063   -2.61   -2.61      1      1   -0.0648  0.0335   -0.0571   0.031    0.0157  0.0174    0.0541  0.0246    13     0    10     0   6.13E-5   2.0
     0.78       9.26     0.0414     0.211     0.149 0.1814    0.0609   86.59   10.94  169.22   0.03  101.87   0.02    -2.43    0.781      0.321    0.94022   -2.42  0.00487  0.00485       11.063       11.063   -2.61   -2.61      1      1   -0.0617  0.0301   -0.0537  0.0278    0.0137   0.016    0.0493  0.0216    13     0    10     0   0.00106   2.0
     0.86       9.04     0.0436     0.222     0.157 0.1531    0.0572   85.44   11.99  169.24   0.03  101.85   0.03    -2.56    0.723      0.282    0.96289   -2.39  0.00525  0.00523       11.063       11.063   -2.61   -2.61      1      1   -0.0637  0.0282   -0.0322  0.0228    0.0192  0.0173    0.0402  0.0193    13     0    10     0    0.0031   2.0
     0.95       8.78     0.0459     0.234     0.166 0.1149    0.0527   83.39   14.42  169.25   0.03  101.83   0.03    -2.78    0.662      0.238    0.98611   -2.36  0.00569  0.00566       11.063       11.063   -2.61   -2.61      1      1     -0.06  0.0246  -0.00648  0.0193    0.0191  0.0166    0.0325  0.0171    13     0    10     0   8.82E-4   2.0
