SMA     INTENS    INT_ERR   PIX_VAR       RMS  ELLIP ELLIP_ERR      PA  PA_ERR      X0 X0_ERR      Y0 Y0_ERR     GRAD GRAD_ERR GRAD_R_ERR       RSMA     MAG MAG_LERR MAG_UERR      TFLUX_E      TFLUX_C  TMAG_E  TMAG_C NPIX_E NPIX_C        A3  A3_ERR        B3  B3_ERR        A4  A4_ERR        B4  B4_ERR NDATA NFLAG NITER  STOP     A_BIG SAREA
pixel                                                            degrees degrees   pixel  pixel   pixel  pixel                              pixel**1/4                                                                                                                                                                                             pixel

     5.64       1.16    0.00731    0.0557    0.0394 0.3216    0.0114  -79.13    1.23  124.64   0.05   84.97   0.03   -0.233   0.0179     0.0767    1.54138  -0.163  0.00685  0.00681       159.69       187.66   -5.51   -5.68     67     97  -0.00271 0.00796   0.00867 0.00795  -0.00152 0.00609    0.0259 0.00639    29     0    10     0   8.32E-4   2.0
     6.21       1.06    0.00642    0.0505    0.0357 0.3459    0.0110  -78.60    1.11  124.63   0.05   84.97   0.04   -0.186   0.0151     0.0814    1.57855 -0.0607  0.00661  0.00657       172.81        207.5   -5.59   -5.79     79    121  -0.00154 0.00801   0.00749 0.00806  -0.00112 0.00686    0.0218 0.00713    31     0    10     0   2.71E-4   2.0
     6.83      0.971    0.00551    0.0454    0.0321 0.3703    0.0098  -79.31    0.96  124.63   0.05   84.97   0.04   -0.154   0.0138     0.0893    1.61662  0.0319  0.00617  0.00614       186.94        225.1   -5.68   -5.88     93    145   0.00356 0.00767  -2.21E-4 0.00754  -0.00782 0.00657    0.0205  0.0067    34     0    10     0   2.55E-4   2.0
     7.51      0.899    0.00529    0.0449    0.0318 0.3980    0.0097  -80.65    0.89  124.66   0.06   84.98   0.04    -0.13   0.0127     0.0979    1.65560   0.115  0.00641  0.00637       200.33       247.34   -5.75   -5.98    107    177   0.00625 0.00781  -0.00513 0.00777  -0.00966 0.00613    0.0263 0.00658    36     0    10     0   0.00113   2.0
     8.26      0.834    0.00558    0.0493    0.0348 0.4245    0.0100  -82.44    0.89  124.75   0.07   84.94   0.05    -0.11   0.0101      0.092    1.69552   0.198  0.00729  0.00724       212.44       274.03   -5.82   -6.09    121    221  -5.20E-4 0.00866  -0.00167 0.00853  -0.00636 0.00696    0.0299 0.00739    39     0    50     2   0.00749   2.0
     9.09      0.771    0.00587    0.0532    0.0376 0.4554    0.0123  -82.44    1.03  124.75   0.10   84.94   0.06  -0.0839   0.0088      0.105    1.73641   0.282   0.0083  0.00823       228.24        295.6    -5.9   -6.18    141    261  -0.00808   0.011     -0.01   0.011  -0.00479  0.0105    0.0183  0.0107    41     0    13     0   0.00218   2.0
    10.00      0.711     0.0055    0.0516    0.0365 0.4736    0.0123  -82.02    1.00  124.76   0.11   84.90   0.07  -0.0689   0.0076      0.111    1.77828    0.37  0.00843  0.00836       247.49       323.14   -5.98   -6.27    167    317   -0.0137  0.0115  -0.00174  0.0114  -0.00776  0.0113  -0.00128  0.0113    44     0    20     0   6.71E-4   2.0
    11.00      0.668    0.00461    0.0447    0.0316 0.4997    0.0103  -83.14    0.82  124.78   0.11   84.89   0.06  -0.0592   0.0069      0.117    1.82116   0.438  0.00752  0.00747       264.07       350.25   -6.05   -6.36    191    377   -0.0154  0.0101  -0.00145 0.00996   -0.0138 0.00985  -6.17E-4 0.00978    47     0    10     0   8.11E-4   2.0
    12.10      0.629    0.00498    0.0498    0.0352 0.5259    0.0105  -84.54    0.81  124.97   0.13   84.90   0.07  -0.0537   0.0061      0.113    1.86508   0.503  0.00863  0.00856        279.9       386.68   -6.12   -6.47    215    465   -0.0261  0.0108    0.0016  0.0104    -0.014  0.0103   0.00284  0.0102    50     0    10     0   8.38E-4   2.0
    13.31      0.595    0.00575    0.0598    0.0423 0.5531    0.0130  -85.08    0.99  125.38   0.18   84.89   0.10  -0.0421   0.0068       0.16    1.91005   0.564   0.0106   0.0104       301.54       420.33    -6.2   -6.56    251    553   -0.0355  0.0147    0.0267  0.0139  -0.00326  0.0132    0.0175  0.0133    54     0    50     2   0.00356   2.0
    14.64      0.565    0.00673    0.0718    0.0508 0.5804    0.0171  -84.67    1.27  125.68   0.28   84.91   0.15   -0.032    0.007      0.219    1.95611   0.619    0.013   0.0128       320.61       463.46   -6.26   -6.67    283    673   -0.0351   0.021    0.0419  0.0211   0.00166  0.0183    0.0452  0.0207    57     0    10     0   0.00296   2.0
    16.11      0.556    0.00695    0.0755    0.0534 0.6187    0.0159  -84.85    1.16  125.28   0.31   84.91   0.15  -0.0291   0.0066      0.228    2.00328   0.637   0.0136   0.0135       340.04       506.23   -6.33   -6.76    317    805     -0.03  0.0222    0.0157  0.0209  -0.00505  0.0193    0.0617  0.0236    59     0    10     0   0.00132   2.0
    17.72      0.542    0.00756    0.0842    0.0596 0.6473    0.0154  -84.97    1.10  125.81   0.36   84.95   0.17  -0.0275   0.0062      0.225    2.05158   0.666   0.0153   0.0151       359.66       560.26   -6.39   -6.87    351    981   -0.0248  0.0227    0.0359  0.0227  -0.00696  0.0198    0.0702   0.025    62     0    10     0   1.01E-4   2.0
    19.49      0.521    0.00757    0.0863     0.061 0.6712    0.0130  -84.88    0.92  125.90   0.36   84.99   0.16  -0.0274   0.0052       0.19    2.10105   0.708   0.0159   0.0157       380.75       621.48   -6.45   -6.98    389   1201    -0.013  0.0206    0.0273  0.0203   -0.0141  0.0178    0.0753  0.0225    65     0    10     0   9.97E-4   2.0
    21.44       0.48    0.00636    0.0752    0.0532 0.6817    0.0111  -84.50    0.79  126.04   0.35   85.00   0.15  -0.0235   0.0039      0.167    2.15172   0.798   0.0145   0.0143       417.64       681.13   -6.55   -7.08    461   1449   -0.0028  0.0184    0.0125  0.0178   -0.0143  0.0159    0.0732  0.0196    70     0    10     0    0.0012   2.0
