SMA     INTENS    INT_ERR   PIX_VAR       RMS  ELLIP ELLIP_ERR      PA  PA_ERR      X0 X0_ERR      Y0 Y0_ERR     GRAD GRAD_ERR GRAD_R_ERR       RSMA     MAG MAG_LERR MAG_UERR      TFLUX_E      TFLUX_C  TMAG_E  TMAG_C NPIX_E NPIX_C        A3  A3_ERR        B3  B3_ERR        A4  A4_ERR        B4  B4_ERR NDATA NFLAG NITER  STOP     A_BIG SAREA
     1.07       1.68    0.00529     0.027    0.0191 0.0933    0.0308  -43.18   10.27  197.17   0.02  123.50   0.02   -0.497   0.0671      0.135    1.01647  -0.564  0.00342  0.00341       8.7754       8.7754   -2.36   -2.36      5      5   -0.0109  0.0152  -0.00808  0.0146   -0.0185  0.0136    0.0119  0.0129    13     0    10     0   5.69E-5   2.0
     1.17       1.63    0.00569     0.029    0.0205 0.0816    0.0286  -46.98   10.84  197.16   0.02  123.49   0.02    -0.53   0.0676      0.128    1.04098  -0.529   0.0038  0.00379       8.8398       8.8398   -2.37   -2.37      5      5   0.00508  0.0144  -6.05E-4  0.0138   -0.0135  0.0135   0.00925  0.0128    13     0    10     0   3.13E-4   2.0
     1.29       1.56    0.00483    0.0246    0.0174 0.0642    0.0218  -46.21   10.38  197.15   0.01  123.48   0.01   -0.548   0.0532     0.0972    1.06608  -0.483  0.00336  0.00335       8.8398       8.8398   -2.37   -2.37      5      5    0.0109  0.0101   0.00591 0.00967  -0.00909 0.00962   0.00382 0.00914    13     0    10     0   7.05E-4   2.0
     1.42       1.49    0.00447    0.0228    0.0161 0.0550    0.0183  -41.77   10.15  197.15   0.01  123.46   0.01   -0.552   0.0446     0.0809    1.09179  -0.431  0.00327  0.00326       11.871       14.775   -2.69   -2.92      7      9    0.0189 0.00652   0.00708 0.00612  -0.00592 0.00605   0.00225 0.00576    13     0    50     2   0.00186   2.0
     1.56       1.41    0.00478    0.0244    0.0172 0.0562    0.0176  -21.46    9.53  197.15   0.01  123.46   0.01    -0.56   0.0422     0.0754    1.11812  -0.374  0.00368  0.00367       14.775       14.775   -2.92   -2.92      9      9  -0.00406 0.00769    0.0112 0.00743   0.00553 0.00663   -0.0105 0.00636    13     0    10     0   6.38E-4   2.0
     1.72       1.32    0.00459    0.0234    0.0165 0.0535    0.0140  -14.54    7.97  197.16   0.01  123.45   0.01   -0.552    0.041     0.0743    1.14508  -0.302  0.00378  0.00376       14.775       14.775   -2.92   -2.92      9      9  -0.00328 0.00328     0.018 0.00341   0.00171 0.00301  -0.00352 0.00289    13     0    50     2   0.00822   2.0
     1.89       1.23    0.00545    0.0278    0.0197 0.0535    0.0156  -14.54    8.87  197.16   0.02  123.47   0.02   -0.547   0.0389     0.0711    1.17269  -0.221  0.00484  0.00482       14.775       14.775   -2.92   -2.92      9      9   -0.0056 0.00282    0.0208 0.00307  -4.20E-4  0.0028   6.97E-4 0.00267    13     0    50     2   0.00751   2.0
     2.08       1.12    0.00469    0.0239    0.0169 0.0535    0.0131  -14.54    7.34  197.18   0.01  123.47   0.01   -0.526   0.0317     0.0602    1.20097  -0.126  0.00455  0.00453       17.156       19.395   -3.09   -3.22     11     13  -0.00608 0.00203    0.0175 0.00223   0.00186 0.00185   0.00157 0.00182    13     0    50     2   0.00637   2.0
     2.29       1.03    0.00438    0.0232    0.0164 0.0709    0.0134  -20.17    5.67  197.21   0.02  123.48   0.02   -0.448   0.0354     0.0791    1.22993 -0.0297  0.00464  0.00462        21.49       27.346   -3.33   -3.59     15     21   0.00643 0.00415    0.0157 0.00426  -0.00473  0.0038   0.00248 0.00376    14     0    11     0   0.00121   2.0
     2.52      0.912    0.00472    0.0267    0.0189 0.0595    0.0143  -27.80    7.41  197.24   0.02  123.48   0.02   -0.399   0.0312     0.0782    1.25959     0.1  0.00564  0.00561       27.346       27.346   -3.59   -3.59     21     21   0.00704 0.00575    0.0141 0.00557  -0.00484 0.00526   0.00654   0.005    16     0    10     0   0.00101   2.0
     2.77      0.826    0.00643    0.0375    0.0265 0.0773    0.0217  -19.02    8.51  197.24   0.03  123.48   0.03    -0.32   0.0342      0.107    1.28996   0.207  0.00849  0.00842       27.346       27.346   -3.59   -3.59     21     21  -0.00557 0.00742    0.0297 0.00792  -0.00147  0.0068    0.0107 0.00676    17     0    10     0   4.81E-4   2.0
     3.05      0.741     0.0071    0.0438    0.0309 0.0888    0.0238  -12.77    8.34  197.25   0.04  123.48   0.04   -0.276   0.0287      0.104    1.32106   0.325   0.0104   0.0103       31.895       33.165   -3.76    -3.8     27     29   -0.0196  0.0079    0.0341 0.00813  -0.00152 0.00649    0.0154  0.0064    19     0    50     2   0.00659   2.0
     3.35      0.666    0.00458     0.029    0.0205 0.1071    0.0164   -7.69    4.66  197.24   0.03  123.46   0.03   -0.237   0.0177     0.0749    1.35292   0.442   0.0075  0.00745       34.764       38.526   -3.85   -3.96     31     37   -0.0246 0.00512    0.0168 0.00491   -0.0043 0.00349    0.0127 0.00358    20     0    10     0   6.54E-5   2.0
     3.69      0.591    0.00394    0.0261    0.0185 0.1147    0.0149   -5.72    4.00  197.27   0.03  123.48   0.03   -0.198   0.0143     0.0722    1.38554   0.571  0.00726  0.00721       38.526       42.922   -3.96   -4.08     37     45   -0.0168 0.00698   0.00704 0.00682   -0.0127  0.0059   0.00933  0.0058    22     0    10     0   4.80E-5   2.0
     4.05      0.524    0.00348    0.0241     0.017 0.1292    0.0142   -5.92    3.40  197.27   0.03  123.49   0.03   -0.163   0.0118     0.0724    1.41896   0.701  0.00723  0.00718       43.951       44.805   -4.11   -4.13     47     49   -0.0178 0.00674   0.00711 0.00656  -0.00901 0.00555    0.0139 0.00554    24     0    10     0   2.41E-5   2.0
     4.46       0.46    0.00338    0.0243    0.0172 0.1344    0.0169   -7.25    3.87  197.27   0.04  123.49   0.04   -0.119   0.0103     0.0859    1.45317   0.843    0.008  0.00794       46.034        50.37   -4.16   -4.26     51     61   -0.0192  0.0076    0.0194 0.00761  -0.00347 0.00699    0.0115 0.00706    26     0    10     0   1.62E-4   2.0
     4.91      0.414    0.00257    0.0196    0.0138 0.1489    0.0142   -5.76    3.02  197.32   0.04  123.44   0.04  -0.0947   0.0073     0.0774    1.48821   0.958  0.00676  0.00672        52.11        53.63   -4.29   -4.32     65     69   -0.0103 0.00679    0.0209 0.00679   0.00775 0.00612    0.0123 0.00603    29     0    10     0   4.56E-4   2.0
     5.40      0.372    0.00261    0.0205    0.0145 0.1648    0.0168   -5.06    3.20  197.38   0.05  123.37   0.05  -0.0727   0.0065     0.0898    1.52410    1.07  0.00764  0.00759       56.824       63.728   -4.39   -4.51     77     97  -8.29E-4 0.00945    0.0125 0.00949    0.0248 0.00828    0.0101   0.008    31     0    10     0   1.08E-4   2.0
     5.94      0.333    0.00228    0.0188    0.0133 0.1648    0.0177   -5.46    3.37  197.32   0.05  123.39   0.06  -0.0546   0.0063      0.115    1.56085    1.19  0.00747  0.00742       60.405       67.273   -4.45   -4.57     87    109    -0.004  0.0102   0.00511  0.0102    0.0313 0.00914   0.00803 0.00845    34     0    10     0   2.18E-5   2.0
     6.53      0.302    0.00252    0.0217    0.0153 0.1754    0.0206   -6.51    3.69  197.29   0.07  123.48   0.08  -0.0463   0.0057      0.122    1.59849     1.3  0.00908  0.00901       68.702       75.254   -4.59   -4.69    113    137   -0.0137  0.0117    0.0157  0.0118    0.0215  0.0113   0.00272   0.011    37     0    10     0   2.26E-4   2.0
     7.18      0.276     0.0026    0.0235    0.0166 0.1937    0.0260   -4.78    4.34  197.25   0.10  123.35   0.11  -0.0331   0.0047      0.142    1.63703     1.4   0.0103   0.0102        74.41       81.588   -4.68   -4.78    133    161   -0.0236  0.0157    0.0113  0.0152    0.0173  0.0153  -1.34E-4  0.0149    41     0    10     0   5.90E-5   2.0
     7.90      0.248    0.00209    0.0198     0.014 0.1653    0.0308   -1.46    5.81  197.26   0.12  123.29   0.14  -0.0213   0.0039      0.182    1.67651    1.51  0.00917   0.0091        83.18       89.249    -4.8   -4.88    167    193   6.87E-4  0.0177   -0.0209  0.0182    0.0107  0.0175   -0.0148  0.0177    45     0    10     0   1.53E-4   2.0
     8.69      0.234     0.0023    0.0227    0.0161 0.1790    0.0480    0.24    8.40  197.39   0.21  123.32   0.25  -0.0133   0.0039      0.294    1.71694    1.58   0.0107   0.0106        89.89       100.27   -4.88     -5.    195    241    0.0145  0.0286   0.00651  0.0286  -0.00868  0.0283    -0.016  0.0288    49     0    50     2   0.00145   2.0
     9.56      0.231    0.00209    0.0213    0.0151 0.2498    0.0530   -6.85    7.04  197.15   0.27  122.75   0.33 -0.00903   0.0031      0.349    1.75834    1.59  0.00987  0.00978       94.417       111.73   -4.94   -5.12    215    293    0.0413  0.0373   -0.0113  0.0344   -0.0129  0.0344   -0.0254  0.0351    52     0    50     2   0.00181   2.0
    10.51      0.248     0.0034    0.0343    0.0243 0.3901    0.0663  -21.35    6.21  196.48   0.40  121.48   0.53 -0.00863   0.0045      0.518    1.80074    1.52    0.015   0.0148       94.112       124.51   -4.93   -5.24    213    349     0.125  0.0764    -0.214   0.118   -0.0452  0.0456     0.051  0.0471    51     0    15     0   0.00153   2.0
    11.57      0.255    0.00424    0.0424      0.03 0.4892    0.0471  -18.67    3.76  196.43   0.33  121.05   0.49  -0.0116   0.0045      0.386    1.84416    1.48   0.0182   0.0179       95.166       140.35   -4.95   -5.37    217    421    0.0663  0.0415     -0.21  0.0872   3.62E-5  0.0318    0.0465  0.0367    50     0    10     0    0.0016   2.0
    12.72      0.237    0.00238    0.0255     0.018 0.4616    0.0234  -19.78    1.94  196.10   0.18  120.49   0.25  -0.0125   0.0034      0.276    1.88863    1.57    0.011   0.0109       109.55       157.86    -5.1    -5.5    275    505    0.0179  0.0195   -0.0752   0.028    0.0327  0.0201   -0.0273  0.0195    57     0    10     0   3.03E-4   2.0
    14.00      0.236    0.00208    0.0226     0.016 0.5131    0.0205  -19.19    1.60  196.51   0.18  121.56   0.27  -0.0102   0.0034      0.336    1.93417    1.57  0.00964  0.00956         115.       179.41   -5.15   -5.63    299    609    0.0212  0.0213   -0.0461  0.0252  -0.00607  0.0197    0.0264  0.0216    59     0    14     0   5.05E-4   2.0
    15.39      0.239    0.00259    0.0286    0.0202 0.5651    0.0130  -21.94    0.97  197.27   0.13  122.90   0.20   -0.016    0.003      0.189    1.98081    1.55   0.0118   0.0117       123.06       206.81   -5.23   -5.79    331    749   -0.0234  0.0155  -0.00881  0.0147    -0.028  0.0145    0.0348   0.015    61     0    11     0   0.00112   2.0
    16.93      0.183    0.00251     0.034     0.024 0.2471    0.0153   -6.18    2.04  197.51   0.14  123.40   0.17   -0.021   0.0022      0.103    2.02858    1.84   0.0149   0.0147       195.23       227.98   -5.73   -5.89    671    885    0.0172  0.0089   -0.0446 0.00983   0.00973 0.00605   -0.0591  0.0085    92     0    10     0   2.52E-4   2.0
    18.63      0.127     0.0021    0.0312     0.022 0.1017    0.0277  -178.7    8.16  197.42   0.26  123.51   0.28  -0.0092   0.0016      0.177    2.07749    2.24   0.0181   0.0178       241.76       255.32   -5.96   -6.02    977   1093    0.0517  0.0167    0.0306  0.0151    -0.042  0.0147   -0.0451  0.0151   110     0    50     2    0.0103   2.0
    20.49      0.122    0.00262    0.0405    0.0286 0.1328    0.0293  -88.73    6.75  199.44   0.34  122.67   0.30 -0.00721   0.0022      0.301    2.12759    2.28   0.0235    0.023       260.44       279.37   -6.04   -6.12   1145   1313    0.0121  0.0165    0.0476  0.0216   -0.0664  0.0248    0.0189  0.0159   119     0    50     2    0.0227   2.0
    22.54      0.112    0.00161     0.026    0.0184 0.1328    0.0309  -88.73    7.11  199.38   0.39  125.16   0.35 -0.00568   0.0011      0.192    2.17889    2.38   0.0157   0.0155       288.75       310.11   -6.15   -6.23   1385   1597      0.09  0.0233    0.0136  0.0159   -0.0445  0.0172     0.027  0.0159   131     0    50     2    0.0031   2.0
    24.79      0.139    0.00766     0.118    0.0836 0.3929    0.0522   37.00    4.83  198.32   0.83  124.64   0.91 -0.00939   0.0018      0.188    2.23143    2.14   0.0614   0.0581       261.22       346.07   -6.04   -6.35   1171   1933    0.0209  0.0397     0.181  0.0522     0.163  0.0473    0.0568  0.0377   119     0    50     2    0.0314   2.0
    27.27     0.0924     0.0038    0.0667    0.0471 0.1778    0.0357  -110.4    6.29  196.41   0.57  127.18   0.51 -0.00917   0.0016      0.177    2.28524    2.59   0.0456   0.0437       365.18       397.41   -6.41    -6.5   1921   2337    0.0502  0.0227   -0.0252  0.0215   -0.0453  0.0219   -0.0404  0.0217   154     0    50     2   0.00628   2.0
    30.00     0.0723    0.00309    0.0577    0.0408 0.1268    0.0064   80.57    1.54  197.59   0.11  125.33   0.10    -0.04    INDEF      INDEF    2.34035    2.85   0.0474   0.0454       409.54       428.57   -6.53   -6.58   2467   2821    -0.011 0.00947   0.00226 0.00399   0.00413 0.00477     -0.01 0.00874   175     0    21     0   0.00253   2.0
    33.00     0.0507    0.00171    0.0333    0.0236 0.1553    0.0212  -81.55    4.22  197.65   0.40  124.94   0.36 -0.00589   6.1E-4      0.104    2.39678    3.24   0.0373   0.0361       435.69       453.73    -6.6   -6.64   2885   3409   -0.0134  0.0123    0.0251  0.0126    0.0462  0.0127  -1.53E-4  0.0118   189     0    50     2   0.00284   2.0
    36.30     0.0314    0.00111    0.0226     0.016 0.1553    0.0240  -80.81    4.78  197.65   0.50  124.94   0.44  -0.0028   6.3E-4      0.226    2.45458    3.76    0.039   0.0376       460.35       475.16   -6.66   -6.69   3501   4149   -0.0565  0.0186  -0.00509  0.0136    0.0351  0.0154    0.0261  0.0145   208     0    50     2   0.00725   2.0
    39.93     0.0284    0.00104    0.0216    0.0153 0.2595    0.0261  -73.56    3.33  195.93   0.67  124.43   0.55 -0.00201   5.2E-4      0.257    2.51377    3.87   0.0406   0.0392       469.15       494.32   -6.68   -6.74   3719   5005    -0.101  0.0303   -0.0473    0.02    0.0365  0.0182     0.011  0.0159   214     0    50     2   0.00433   2.0
    43.92     0.0207    8.61E-4    0.0186    0.0131 0.2729    0.0361  -62.22    4.41  198.34   1.01  125.20   0.88 -0.00112   2.8E-4      0.248    2.57438    4.21   0.0462   0.0443       485.76       512.46   -6.72   -6.77   4395   6049   -0.0596   0.028   -0.0828  0.0315  -0.00587  0.0233    0.0785  0.0304   233     0    39     0   9.13E-4   2.0
    48.32     0.0218    8.96E-4    0.0203    0.0143 0.2729    0.0234  -48.60    2.86  196.82   0.69  119.21   0.67 -0.00163   3.5E-4      0.217    2.63646    4.15   0.0455   0.0436       504.94       532.44   -6.76   -6.82   5339   7345   -0.0303  0.0172   9.37E-4   0.016   -0.0768  0.0225    0.0334  0.0167   256     0    50     2   0.00142   2.0
    53.15     0.0178    8.26E-4    0.0194    0.0137 0.3019    0.0217  -37.96    2.45  197.54   0.68  122.30   0.73 -0.00142   3.2E-4      0.225    2.70003    4.38   0.0516   0.0493       520.12        547.6   -6.79   -6.85   6183   8865    -0.023  0.0161   -0.0446  0.0183   -0.0527  0.0189   -0.0391  0.0172   276     0    30     0   3.67E-4   2.0
    58.46     0.0126    7.80E-4    0.0192    0.0136 0.3019    0.0274  -33.27    3.08  198.14   0.93  124.11   1.03 -9.65E-4   1.8E-4      0.189    2.76514    4.75   0.0696   0.0654       539.23        561.7   -6.83   -6.87   7481  10733     0.033  0.0204   -0.0263  0.0201  -0.00711  0.0192   -0.0503  0.0215   303     0    24     0   6.66E-4   2.0
    64.31    0.00454    6.10E-4    0.0163    0.0115 0.2086    0.0353  -22.29    5.41  197.59   1.20  120.52   1.36 -6.02E-4    INDEF      INDEF    2.83182    5.86    0.157    0.137        560.8       573.91   -6.87    -6.9  10285  12989   -0.0368  0.0368  -0.00197  0.0222  -0.00711  0.0228  -6.54E-4  0.0222   357     0    50     2   0.00122   2.0
