SMA     INTENS    INT_ERR   PIX_VAR       RMS  ELLIP ELLIP_ERR      PA  PA_ERR      X0 X0_ERR      Y0 Y0_ERR     GRAD GRAD_ERR GRAD_R_ERR       RSMA     MAG MAG_LERR MAG_UERR      TFLUX_E      TFLUX_C  TMAG_E  TMAG_C NPIX_E NPIX_C        A3  A3_ERR        B3  B3_ERR        A4  A4_ERR        B4  B4_ERR NDATA NFLAG NITER  STOP     A_BIG SAREA
pixel                                                            degrees degrees   pixel  pixel   pixel  pixel                              pixel**1/4                                                                                                                                                                                             pixel

     5.64       1.46    0.00501    0.0419    0.0297 0.0510    0.0086   51.58    5.01  192.92   0.03  175.87   0.02   -0.294   0.0136     0.0462    1.54138  -0.408  0.00375  0.00373       242.17       245.04   -5.96   -5.97     95     97    -0.011 0.00386  -0.00628 0.00378    0.0111 0.00321   0.00465 0.00314    35     0    10     0   1.33E-4   2.0
     6.21       1.29    0.00503    0.0438     0.031 0.0502    0.0098   44.06    5.76  192.92   0.03  175.84   0.03   -0.234   0.0098     0.0418    1.57855  -0.276  0.00424  0.00423       271.89       276.95   -6.09   -6.11    117    121    -0.015 0.00438   0.00122 0.00433   0.00921 0.00405  -0.00135 0.00404    38     0    10     0   1.64E-4   2.0
     6.83       1.15    0.00302    0.0277    0.0196 0.0515    0.0063   46.33    3.62  192.94   0.02  175.83   0.02   -0.197   0.0064     0.0323    1.61662  -0.148  0.00287  0.00286       300.86       305.25    -6.2   -6.21    141    145  -0.00562 0.00308  -0.00379 0.00306   0.00239 0.00294  -0.00504 0.00293    42     0    10     0   5.25E-4   2.0
     7.51       1.02    0.00303    0.0291    0.0206 0.0655    0.0070   47.90    3.20  192.91   0.03  175.88   0.03   -0.159   0.0059     0.0371    1.65560 -0.0245  0.00323  0.00322       328.64       338.42   -6.29   -6.32    167    177  -8.99E-4 0.00362  -0.00479 0.00359   0.00116 0.00348  -0.00647 0.00345    46     0    10     0   1.42E-4   2.0
     8.26      0.901    0.00317    0.0317    0.0224 0.0613    0.0076   51.90    3.64  192.93   0.03  175.89   0.03    -0.14    0.005     0.0356    1.69552   0.114  0.00383  0.00382       357.49       378.47   -6.38   -6.45    197    221  -0.00908 0.00372  -5.11E-4 0.00373  -0.00553 0.00361  -0.00276 0.00362    50     0    10     0   2.04E-5   2.0
     9.09      0.777    0.00259    0.0274    0.0194 0.0489    0.0065   50.45    3.93  192.92   0.03  175.92   0.03   -0.122   0.0042     0.0346    1.73641   0.274  0.00363  0.00361       398.09       410.02    -6.5   -6.53    245    261  -0.00784 0.00321  -5.46E-4 0.00318  -0.00519 0.00297    0.0071 0.00295    56     0    10     0   7.43E-5   2.0
    10.00      0.668    0.00267    0.0294    0.0208 0.0534    0.0082   40.35    4.49  192.92   0.04  175.93   0.04  -0.0907   0.0037     0.0403    1.77828   0.438  0.00434  0.00432       436.89       448.22    -6.6   -6.63    299    317   -0.0102 0.00399   0.00393 0.00398  -0.00194  0.0039  -0.00533 0.00392    61     0    20     0   1.12E-5   2.0
    11.00      0.575    0.00231    0.0268    0.0189 0.0455    0.0077   46.26    4.94  193.01   0.04  175.97   0.04   -0.076    0.003     0.0395    1.82116   0.601  0.00437  0.00436       475.17       483.94   -6.69   -6.71    361    377  -0.00635 0.00388   4.63E-4  0.0039  -0.00252 0.00386   2.54E-4 0.00389    67     0    10     0   7.69E-5   2.0
    12.10      0.491    0.00223    0.0271    0.0192 0.0448    0.0088   49.75    5.71  193.00   0.05  176.10   0.05  -0.0585   0.0029     0.0497    1.86508   0.772  0.00494  0.00491       513.59       528.79   -6.78   -6.81    433    465  -0.00852 0.00432  -0.00735 0.00434  -0.00963 0.00389   -0.0128 0.00393    74     0    10     0   1.08E-4   2.0
    13.31      0.418    0.00272    0.0348    0.0246 0.0380    0.0128   32.15    9.87  192.94   0.09  176.11   0.09  -0.0445   0.0027     0.0597    1.91005   0.947  0.00708  0.00704       558.88       567.27   -6.87   -6.88    533    553   -0.0282 0.00601  -2.27E-4 0.00577   -0.0201 0.00541  -0.00458 0.00529    82     0    10     0   5.95E-5   2.0
    14.64      0.363    0.00227    0.0302    0.0214 0.0503    0.0123   26.28    7.13  192.78   0.09  176.19   0.09  -0.0347   0.0021     0.0607    1.95611     1.1  0.00681  0.00676       600.92       612.27   -6.95   -6.97    641    673   -0.0217 0.00583     0.015  0.0058   -0.0169 0.00548  -3.63E-4 0.00542    89     0    10     0   1.70E-4   2.0
    16.11       0.31    0.00193    0.0272    0.0192 0.0423    0.0143   37.70    9.93  192.81   0.12  176.22   0.12  -0.0231   0.0015     0.0641    2.00328    1.27   0.0068  0.00675       645.16       654.95   -7.02   -7.04    773    805   -0.0216 0.00712    0.0112 0.00702   -0.0262 0.00659  -0.00982  0.0064    99     0    10     0   1.17E-5   2.0
