SMA     INTENS    INT_ERR   PIX_VAR       RMS  ELLIP ELLIP_ERR     PA PA_ERR      X0 X0_ERR      Y0 Y0_ERR     GRAD GRAD_ERR GRAD_R_ERR    RSMA     MAG MAG_LERR MAG_UERR      TFLUX_E      TFLUX_C  TMAG_E  TMAG_C NPIX_E NPIX_C        A3  A3_ERR        B3  B3_ERR        A4  A4_ERR        B4  B4_ERR NDATA NFLAG NITER STOP     A_BIG SAREA
pixel                                                         degrees degrees   pixel  pixel   pixel  pixel                        pixel**1/4                                                                                                                                                                                      pixel

     6.05       2.16     0.0251     0.207     0.146 0.2190 0.0072  31.57   1.08  235.00   0.02  123.00   0.03   -0.426 0.0538  0.126 1.56834  -0.837  0.0127  0.0125       381.27       422.82   -6.45   -6.57     91    113   0.00535 0.00441  -0.00395 0.00432     0.001 0.00402   0.00917 0.00412    34     0  10  0   9.96E-7   2.0
     6.66       1.91     0.0207     0.178     0.126 0.2233 0.0060  32.90   0.89  235.00   0.02  123.00   0.02   -0.362 0.0416  0.115 1.60615  -0.704  0.0118  0.0117       421.63       463.21   -6.56   -6.66    111    137   0.00453  0.0037  -0.00439 0.00366   0.00259 0.00328   0.00926 0.00341    37     0  10  0   4.81E-6   2.0
     7.32        1.7     0.0182     0.163     0.115 0.2407 0.0064  33.49   0.87  235.00   0.03  123.00   0.03   -0.303 0.0339  0.112 1.64488  -0.577  0.0117  0.0116       449.85       519.73   -6.63   -6.79    127    177   0.00769 0.00396  -0.00414 0.00388   9.20E-4 0.00317    0.0134  0.0035    40     0  10  0   3.15E-5   2.0
     8.05       1.52     0.0167     0.155      0.11 0.2661 0.0060  33.94   0.75  235.00   0.03  123.00   0.03   -0.269 0.0268 0.0994 1.68455  -0.457   0.012  0.0119       488.68       544.17   -6.72   -6.84    151    197   0.00621 0.00387  -0.00392 0.00385   2.49E-4 0.00308    0.0143  0.0034    43     0  10  0   1.78E-5   2.0
     8.86       1.35     0.0137     0.133    0.0942 0.2901 0.0055  32.93   0.65  235.00   0.03  123.00   0.03   -0.224 0.0197  0.088 1.72517  -0.327  0.0111   0.011       528.06       592.99   -6.81   -6.93    179    241   0.00228 0.00375  -0.00559 0.00373  -0.00311 0.00311    0.0134 0.00329    47     0  10  0   1.71E-4   2.0
     9.74       1.19     0.0108     0.109    0.0768 0.3087 0.0051  31.87   0.57  235.00   0.03  123.00   0.03   -0.189 0.0147  0.078 1.76677  -0.184  0.0099 0.00981        558.3       641.76   -6.87   -7.02    203    293   0.00382 0.00356  -0.00482 0.00352   -0.0127 0.00293   0.00874 0.00281    51     0  10  0   2.22E-4   2.0
    10.72       1.02     0.0091    0.0954    0.0675 0.3156 0.0064  29.07   0.69  235.00   0.04  123.00   0.05   -0.131 0.0125 0.0957 1.80937 -0.0167 0.00977 0.00968       606.69       692.33   -6.96    -7.1    247    357   0.00161 0.00457  -5.41E-4 0.00458   -0.0189 0.00415  -6.55E-4 0.00375    55     0  10  0   7.09E-4   2.0
    11.79      0.921    0.00877    0.0953    0.0674 0.3439 0.0078  24.89   0.79  235.00   0.05  123.00   0.06   -0.117 0.0107 0.0918 1.85300  0.0898  0.0104  0.0103         649.       746.57   -7.03   -7.18    291    437  -0.00649  0.0058   8.79E-4 0.00579   -0.0302 0.00495   0.00287 0.00412    59     0  10  0   0.00117   2.0
    12.97      0.809    0.00814    0.0921    0.0651 0.3606 0.0098  21.09   0.96  235.00   0.07  123.00   0.09  -0.0908 0.0101  0.111 1.89769   0.231   0.011  0.0109       687.04       794.04   -7.09   -7.25    335    517   -0.0116 0.00754   4.86E-4 0.00744   -0.0419  0.0069   0.00362 0.00515    64     0  10  0   4.53E-4   2.0
    14.27      0.726    0.00953     0.112    0.0792 0.3873 0.0135  18.83   1.27  235.00   0.11  123.00   0.15  -0.0728 0.0101  0.139 1.94345   0.348  0.0144  0.0142       731.53       858.95   -7.16   -7.33    393    641   -0.0139   0.011    0.0058  0.0108   -0.0642  0.0113    0.0202 0.00752    69     0  10  0   5.23E-4   2.0
    15.69      0.666     0.0106     0.128    0.0904 0.4201 0.0182  15.83   1.60  235.00   0.16  123.00   0.23  -0.0546   0.01  0.183 1.99031   0.442  0.0174  0.0171       771.27        922.8   -7.22   -7.41    449    777  -0.00858  0.0156   0.00184  0.0156   -0.0903  0.0194    0.0397  0.0125    73     0  12  0   0.00577   2.0
    17.26      0.622     0.0109     0.136    0.0964 0.4530 0.0181  13.08   1.52  235.00   0.18  123.00   0.27  -0.0489 0.0086  0.176 2.03830   0.516  0.0192  0.0189       807.27       994.15   -7.27   -7.49    505    941  -0.00951  0.0167   0.00233  0.0165   -0.0904  0.0189    0.0657  0.0155    78     0  10  0   0.00535   2.0
    18.99      0.574    0.00985     0.127    0.0897 0.4850 0.0169  11.48   1.37  235.00   0.18  123.00   0.29   -0.041 0.0067  0.164 2.08745   0.603  0.0188  0.0185        858.3       1067.5   -7.33   -7.57    587   1125   -0.0114  0.0166  -0.00224  0.0164   -0.0829  0.0172     0.076  0.0163    83     0  10  0   0.00453   2.0
    20.89      0.525    0.00816     0.108    0.0765 0.5147 0.0149  10.40   1.16  235.00   0.18  123.00   0.30   -0.033 0.0047  0.142 2.13779   0.699   0.017  0.0167        902.8       1154.5   -7.39   -7.66    665   1369   -0.0152  0.0156   -0.0039  0.0153   -0.0785  0.0149    0.0742  0.0145    88     0  10  0   0.00404   2.0
