SMA     INTENS    INT_ERR   PIX_VAR       RMS  ELLIP ELLIP_ERR     PA PA_ERR      X0 X0_ERR      Y0 Y0_ERR     GRAD GRAD_ERR GRAD_R_ERR    RSMA     MAG MAG_LERR MAG_UERR      TFLUX_E      TFLUX_C  TMAG_E  TMAG_C NPIX_E NPIX_C        A3  A3_ERR        B3  B3_ERR        A4  A4_ERR        B4  B4_ERR NDATA NFLAG NITER STOP     A_BIG SAREA
pixel                                                         degrees degrees   pixel  pixel   pixel  pixel                        pixel**1/4                                                                                                                                                                                      pixel

     2.39       7.49      0.367      1.87      1.32 0.4360 0.0150  23.47   1.28  235.00   0.02  123.00   0.03     -2.5   2.12  0.847 1.24388   -2.19  0.0546   0.052        113.7       163.58   -5.14   -5.53     13     21   -0.0113  0.0149  -0.00138  0.0114   0.00237  0.0054   -0.0324  0.0279    13     0   1  0     INDEF   2.0
     2.63       6.89      0.349      1.85      1.31 0.4360 0.0192  23.47   1.72  235.00   0.03  123.00   0.04    -1.87   1.86  0.994 1.27387    -2.1  0.0565  0.0537        113.7       163.58   -5.14   -5.53     13     21   -0.0185  0.0235   -0.0149  0.0202   0.00664   0.013   -0.0288  0.0305    14     0   1  0     INDEF   2.0
     2.90        6.4      0.344      1.82      1.29 0.4360 0.0158  23.47   1.37  235.00   0.03  123.00   0.04    -2.02   1.65  0.814 1.30459   -2.02  0.0601  0.0569        113.7       182.09   -5.14   -5.65     13     25    -0.015  0.0163   -0.0173  0.0178  -0.00323 0.00894   -0.0217  0.0197    14     0   1  0     INDEF   2.0
     3.19       5.81      0.331      1.81      1.28 0.4360 0.0198  23.47   1.73  235.00   0.04  123.00   0.05    -1.87   1.36  0.726 1.33605   -1.91  0.0636    0.06       126.16       232.43   -5.25   -5.92     15     37   -0.0138  0.0171    -0.027  0.0239  -1.22E-5  0.0114    -0.027  0.0226    15     0   1  0     INDEF   2.0
     3.50       5.22      0.279      1.63      1.15 0.4360 0.0264  23.47   2.38  235.00   0.06  123.00   0.08    -1.27   1.07  0.844 1.36826   -1.79  0.0598  0.0567       179.16       232.43   -5.63   -5.92     25     37   -0.0184  0.0264   -0.0257  0.0296   0.00459  0.0199   -0.0292  0.0309    17     0   1  0     INDEF   2.0
     3.86       4.77      0.249       1.5      1.06 0.4360 0.0189  23.47   1.65  235.00   0.04  123.00   0.06    -1.25   0.86  0.688 1.40126    -1.7  0.0583  0.0553         187.       260.65   -5.68   -6.04     27     45   -0.0197  0.0197   -0.0206  0.0199   0.00148  0.0134   -0.0188  0.0184    18     0   1  0     INDEF   2.0
     4.24       4.29      0.218      1.38     0.976 0.4360 0.0177  23.47   1.56  235.00   0.05  123.00   0.06    -1.11  0.661  0.597 1.43505   -1.58  0.0566  0.0538       205.48       296.84   -5.78   -6.18     31     57   -0.0143  0.0164   -0.0205  0.0183   -0.0122  0.0151   -0.0131  0.0151    20     0   1  0     INDEF   2.0
     4.67       3.82      0.176      1.17     0.827 0.4360 0.0148  23.47   1.30  235.00   0.04  123.00   0.06   -0.921  0.485  0.526 1.46965   -1.46  0.0513   0.049       233.66       329.25   -5.92   -6.29     39     69   -0.0141  0.0142    -0.013  0.0136  -0.00756  0.0122   -0.0131  0.0132    22     0   1  0     INDEF   2.0
     5.13       3.39      0.142     0.982     0.695 0.4360 0.0145  23.47   1.27  235.00   0.05  123.00   0.06   -0.705  0.358  0.508 1.50509   -1.33  0.0464  0.0445       265.71       375.28   -6.06   -6.44     47     89   -0.0139  0.0136   -0.0178  0.0145  -0.00663  0.0115   -0.0139   0.013    24     0   1  0     INDEF   2.0
     5.64       3.03      0.117     0.843     0.596 0.4360 0.0113  23.47   0.97  235.00   0.04  123.00   0.05   -0.647  0.265   0.41 1.54138    -1.2  0.0427  0.0411       294.49         392.   -6.17   -6.48     57     97   -0.0114  0.0101   -0.0137  0.0105  -0.00639 0.00843   -0.0178  0.0108    26     0   1  0     INDEF   2.0
     6.21       2.66     0.0934     0.711     0.503 0.4360 0.0107  23.47   0.93  235.00   0.04  123.00   0.05   -0.503  0.194  0.387 1.57855   -1.06  0.0387  0.0374       321.32       436.96   -6.27    -6.6     67    121   -0.0145  0.0104  -0.00938 0.00929  -0.00843 0.00898  -0.00813 0.00884    29     0   1  0     INDEF   2.0
     6.83       2.35     0.0765     0.612     0.433 0.4360 0.0096  23.47   0.84  235.00   0.04  123.00   0.05    -0.41  0.145  0.355 1.61662  -0.929  0.0359  0.0348       365.16       475.58   -6.41   -6.69     85    145  -0.00778 0.00853   -0.0115  0.0089   7.92E-6 0.00776   -0.0114 0.00865    32     0   1  0     INDEF   2.0
     7.51       2.07     0.0632     0.529     0.374 0.4360 0.0095  23.47   0.83  235.00   0.04  123.00   0.06   -0.323  0.108  0.335 1.65560  -0.791  0.0336  0.0326       390.23       519.73   -6.48   -6.79     97    177  -3.22E-4  0.0078   -0.0171 0.00959   0.00443 0.00751   -0.0133 0.00854    35     0   1  0     INDEF   2.0
     8.26       1.83     0.0513     0.447     0.316 0.4360 0.0085  23.47   0.73  235.00   0.04  123.00   0.06    -0.27 0.0799  0.296 1.69552  -0.656  0.0309    0.03       439.62       571.41   -6.61   -6.89    123    221   0.00111 0.00714   -0.0113 0.00786    0.0157  0.0079   -0.0101 0.00706    38     0   1  0     INDEF   2.0
     9.09       1.61     0.0415     0.381     0.269 0.4360 0.0069  23.47   0.60  235.00   0.04  123.00   0.05   -0.231 0.0593  0.257 1.73641  -0.515  0.0284  0.0277       478.29       612.25    -6.7   -6.97    147    261   1.83E-4 0.00586   -0.0106 0.00643    0.0129 0.00638   -0.0026 0.00548    42     0   1  0     INDEF   2.0
    10.00        1.4     0.0344      0.33     0.233 0.4360 0.0064  23.47   0.55  235.00   0.04  123.00   0.05   -0.205 0.0434  0.212 1.77828  -0.363  0.0271  0.0264       521.88       661.61   -6.79   -7.05    177    317  -0.00154 0.00507   -0.0158 0.00606   0.00182 0.00504  -0.00297 0.00508    46     0   1  0     INDEF   2.0
    11.00       1.19     0.0264     0.267     0.189 0.4360 0.0071  23.47   0.62  235.00   0.05  123.00   0.06   -0.148 0.0291  0.197 1.82116  -0.191  0.0243  0.0238       567.93       706.55   -6.89   -7.12    213    377  -0.00316 0.00596   -0.0147 0.00654   -0.0106 0.00604  -0.00463 0.00572    51     0   1  0     INDEF   2.0
    12.10       1.03      0.018     0.191     0.135 0.4360 0.0075  23.47   0.65  235.00   0.06  123.00   0.07   -0.126 0.0187  0.149 1.86508 -0.0317  0.0192  0.0188        612.9       764.02   -6.97   -7.21    255    465  -0.00728 0.00669  -0.00214 0.00656   -0.0305  0.0068  -0.00316 0.00506    56     0   1  0     INDEF   2.0
    13.31      0.878     0.0137     0.151     0.107 0.4360 0.0099  23.47   0.85  235.00   0.08  123.00   0.11  -0.0977 0.0141  0.145 1.91005   0.142  0.0171  0.0168       667.59       814.43   -7.06   -7.28    313    553   -0.0115 0.00877   1.33E-4 0.00862   -0.0489 0.00895   -0.0122 0.00579    61     0   1  0     INDEF   2.0
    14.64      0.748     0.0129      0.15     0.106 0.4360 0.0138  23.47   1.18  235.00   0.12  123.00   0.16  -0.0736 0.0123  0.167 1.95611   0.316  0.0189  0.0186        721.6       874.85   -7.15   -7.35    381    673   -0.0167  0.0122    0.0034   0.012   -0.0714  0.0142   -0.0106 0.00798    67     0   1  0     INDEF   2.0
    16.11       0.64     0.0126     0.153     0.108 0.4360 0.0190  23.47   1.64  235.00   0.18  123.00   0.25  -0.0502 0.0115   0.23 2.00328   0.485  0.0216  0.0211       775.56       936.23   -7.22   -7.43    461    805   -0.0113   0.017  -0.00498  0.0168    -0.116  0.0283  -0.00135  0.0095    74     0   1  0     INDEF   2.0
    17.72      0.559     0.0136     0.175     0.124 0.4360 0.0284  23.47   2.46  235.00   0.30  123.00   0.40  -0.0326 0.0106  0.324 2.05158   0.632  0.0268  0.0262       832.45       1010.6    -7.3   -7.51    557    981   -0.0237  0.0263    0.0124  0.0253    -0.175  0.0587  -0.00247  0.0156    82     0   1  0     INDEF   2.0
    19.49      0.501     0.0128     0.172     0.122 0.4360 0.0307  23.47   2.65  235.00   0.36  123.00   0.48  -0.0241 0.0088  0.365 2.10105    0.75  0.0282  0.0275       894.44       1096.5   -7.38    -7.6    673   1201   -0.0123  0.0276     0.025  0.0285      -0.2  0.0749   0.00943  0.0168    90     0   1  0     INDEF   2.0
    21.44      0.454     0.0114      0.16     0.113 0.4360 0.0268  23.47   2.31  235.00   0.35  123.00   0.46  -0.0217 0.0066  0.302 2.15172   0.857  0.0276  0.0269       961.92       1180.6   -7.46   -7.68    811   1449   -0.0116   0.024    0.0201  0.0244    -0.191  0.0592    0.0196  0.0146    99     0   1  0     INDEF   2.0
    23.58      0.408    0.00822     0.121    0.0854 0.4360 0.0292  23.47   2.51  235.00   0.41  123.00   0.55  -0.0107 0.0044  0.416 2.20360   0.975  0.0221  0.0217        1039.       1265.5   -7.54   -7.76    991   1749  -0.00678   0.026    0.0187   0.027    -0.214  0.0902    0.0129  0.0161   108     0   1  0     INDEF   2.0
    25.94      0.382    0.00645    0.0995    0.0704 0.4360 0.0158  23.47   1.35  235.00   0.25  123.00   0.33  -0.0126 0.0029  0.228 2.25674    1.04  0.0185  0.0182       1117.2       1347.7   -7.62   -7.82   1185   2093    0.0166  0.0143    0.0174  0.0144    -0.106  0.0261   0.00153 0.00969   119     0   1  0     INDEF   2.0
    28.53       0.35    0.00375    0.0606    0.0429 0.4360 0.0062  23.47   0.54  235.00   0.11  123.00   0.14  -0.0202 0.0015 0.0743 2.31116    1.14  0.0117  0.0116       1211.2       1442.2   -7.71    -7.9   1439   2561   0.00752 0.00553  -0.00447 0.00551   -0.0198 0.00522    0.0159 0.00517   131     0   1  0     INDEF   2.0
    31.38      0.292    0.00207    0.0352    0.0249 0.4360 0.0053  23.47   0.46  235.00   0.10  123.00   0.13  -0.0198 0.0015 0.0745 2.36689    1.34 0.00773 0.00768       1312.7       1527.8    -7.8   -7.96   1751   3093    0.0088 0.00443   -0.0193 0.00461   0.00887 0.00432   0.00651 0.00432   144     0   1  0     INDEF   2.0
    34.52      0.227    0.00232    0.0414    0.0293 0.4360 0.0061  23.47   0.52  235.00   0.13  123.00   0.17  -0.0156 0.0013 0.0811 2.42396    1.61  0.0111   0.011       1406.9        1612.   -7.87   -8.02   2119   3745  -0.00358 0.00508    -0.023 0.00539   2.97E-4 0.00488     0.017 0.00508   159     0   1  0     INDEF   2.0
    37.97      0.167    0.00185    0.0347    0.0245 0.4360 0.0083  23.47   0.71  235.00   0.19  123.00   0.25 -0.00864 9.5E-4   0.11 2.48241    1.94  0.0121  0.0119       1491.2       1692.6   -7.93   -8.07   2551   4509  -0.00689 0.00742   0.00142 0.00735   -0.0125 0.00741   0.00502 0.00732   175     0   1  0     INDEF   2.0
    41.77      0.133     0.0015    0.0294    0.0208 0.4360 0.0086  23.47   0.74  235.00   0.22  123.00   0.29 -0.00593 8.9E-4  0.151 2.54228    2.19  0.0124  0.0122       1572.6       1773.4   -7.99   -8.12   3095   5473   0.00112 0.00763   0.00627 0.00768   -0.0116 0.00774   0.00933  0.0077   192     0   1  0     INDEF   2.0
    45.95      0.108    0.00164    0.0336    0.0238 0.4360 0.0136  23.47   1.17  235.00   0.37  123.00   0.50 -0.00379 7.3E-4  0.193 2.60358    2.42  0.0166  0.0164       1648.7       1852.6   -8.04   -8.17   3735   6613   -0.0219  0.0126    0.0297  0.0131   -0.0285  0.0129  -0.00857  0.0118   211     0   1  0     INDEF   2.0
    50.54     0.0871    0.00154    0.0331    0.0234 0.4360 0.0119  23.47   1.03  235.00   0.36  123.00   0.48 -0.00376 6.2E-4  0.166 2.66636    2.65  0.0193   0.019       1725.3       1932.6   -8.09   -8.22   4513   8029   -0.0308  0.0116    0.0121  0.0106    0.0424  0.0122   0.00992  0.0102   233     0   1  0     INDEF   2.0
    55.60     0.0666    0.00165    0.0374    0.0264 0.4360 0.0186  23.47   1.60  235.00   0.62  123.00   0.83 -0.00217 6.1E-4  0.281 2.73066    2.94  0.0273  0.0266       1797.7       2013.7   -8.14   -8.26   5489   9721   -0.0371  0.0193    0.0496  0.0213     0.102  0.0322   -0.0165  0.0155   256     0   1  0     INDEF   2.0
    61.16      0.059    0.00185     0.044    0.0311 0.4360 0.0285  23.47   2.46  235.00   1.05  123.00   1.40 -0.00136 4.1E-4  0.305 2.79650    3.07  0.0346  0.0336       1866.3       2079.8   -8.18    -8.3   6621  11761   -0.0585  0.0309   -0.0212   0.026     0.189   0.062   -0.0182  0.0232   282     0   1  0     INDEF   2.0
    67.28     0.0507    0.00173    0.0431    0.0305 0.4360 0.0256  23.47   2.21  235.00   1.04  123.00   1.38 -0.00112 3.6E-4  0.323 2.86394    3.24  0.0378  0.0365       1936.7       2126.8   -8.22   -8.32   8007  14249   -0.0481  0.0276  -0.00903  0.0229    0.0518   0.027    -0.135  0.0486   310     0   1  0     INDEF   2.0
    74.00     0.0432    0.00171    0.0446    0.0315 0.4360 0.0139  23.47   1.20  235.00   0.62  123.00   0.82 -0.00186 3.1E-4  0.165 2.93300    3.41  0.0438  0.0421       2013.1       2165.6   -8.26   -8.34   9705  17193    0.0121  0.0125   -0.0274  0.0131  -0.00287  0.0112   -0.0964  0.0194   341     0   1  0     INDEF   2.0
    81.40     0.0294     0.0015     0.041     0.029 0.4360 0.0178  23.47   1.53  235.00   0.87  123.00   1.16 -0.00119 3.1E-4   0.26 3.00372    3.83  0.0567  0.0539       2078.1       2225.7   -8.29   -8.37  11737  20841    0.0159  0.0164    -0.018  0.0165   -0.0222  0.0159    -0.103  0.0307   375     0   1  0     INDEF   2.0
    89.54     0.0186    0.00117    0.0334    0.0236 0.4360 0.0187  23.47   1.61  235.00   1.01  123.00   1.34 -9.17E-4 1.6E-4  0.177 3.07615    4.33  0.0702   0.066       2133.6       2262.3   -8.32   -8.39  14211  25193    -0.028  0.0174   -0.0149  0.0169   -0.0107  0.0167   -0.0374  0.0179   412     0   1  0     INDEF   2.0
    98.50     0.0104    8.66E-4    0.0261    0.0184 0.4360 0.0417  23.47   3.59  235.00   2.47  123.00   3.29 -3.22E-4 5.8E-5   0.18 3.15033    4.96  0.0944  0.0869       2170.3       2297.1   -8.34    -8.4  17191  30525   -0.0119  0.0374   -0.0204  0.0374    0.0345  0.0376   -0.0409   0.038   453     0   1  0     INDEF   2.0
   108.35    0.00611    8.70E-4    0.0275    0.0194 0.4360 0.0673  23.47   5.80  235.00   4.39  123.00   5.85 -1.87E-4 1.7E-4  0.917 3.22630    5.54   0.167   0.145       2196.5       2338.3   -8.35   -8.42  20805  36853   -0.0347  0.0682   -0.0409  0.0709    0.0274   0.065    -0.106   0.114   499     0   1  0     INDEF   2.0
