SMA     INTENS    INT_ERR   PIX_VAR       RMS  ELLIP ELLIP_ERR     PA PA_ERR      X0 X0_ERR      Y0 Y0_ERR     GRAD GRAD_ERR GRAD_R_ERR    RSMA     MAG MAG_LERR MAG_UERR      TFLUX_E      TFLUX_C  TMAG_E  TMAG_C NPIX_E NPIX_C        A3  A3_ERR        B3  B3_ERR        A4  A4_ERR        B4  B4_ERR NDATA NFLAG NITER STOP     A_BIG SAREA
pixel                                                         degrees degrees   pixel  pixel   pixel  pixel                        pixel**1/4                                                                                                                                                                                      pixel

    15.69      0.663    0.00925     0.112    0.0795 0.4140 0.0171  15.45   1.53  234.59   0.15  123.30   0.21  -0.0578 0.0091  0.157 1.99031   0.447  0.0153   0.015       773.69        922.8   -7.22   -7.41    453    777   -0.0216  0.0147    0.0151  0.0144   -0.0811  0.0159     0.038  0.0112    74     0  10  0    0.0048   2.0
    17.26      0.629     0.0101     0.126     0.089 0.4582 0.0172  13.45   1.45  234.59   0.17  123.30   0.26  -0.0524 0.0081  0.155 2.03830   0.504  0.0176  0.0173       803.85       994.15   -7.26   -7.49    499    941   -0.0194   0.016     0.017  0.0158   -0.0876   0.017    0.0539  0.0132    78     0  10  0   0.00412   2.0
    18.99       0.57    0.00906     0.117    0.0826 0.4845 0.0173  12.08   1.40  234.59   0.19  123.30   0.30  -0.0404 0.0062  0.154 2.08745    0.61  0.0174  0.0171       857.01       1067.5   -7.33   -7.57    585   1125   -0.0183   0.017   0.00708  0.0167   -0.0905  0.0176    0.0706  0.0153    83     0  13  0   0.00548   2.0
    20.89      0.526    0.00744    0.0987    0.0698 0.5161 0.0147  10.57   1.15  234.55   0.18  123.39   0.30  -0.0332 0.0054  0.163 2.13779   0.698  0.0155  0.0152        902.8       1154.5   -7.39   -7.66    665   1369   -0.0181  0.0156   0.00505  0.0152   -0.0775   0.016    0.0742  0.0155    88     0  10  0   0.00193   2.0
    22.97      0.462    0.00487    0.0674    0.0477 0.5236 0.0134   9.06   1.04  234.52   0.18  123.62   0.30  -0.0213 0.0027  0.127 2.18934   0.838  0.0115  0.0114       964.51       1237.9   -7.46   -7.73    789   1649   -0.0178  0.0143   0.00979   0.014   -0.0579  0.0126    0.0727  0.0138    96     0  10  0   0.00197   2.0
    25.27      0.417    0.00412    0.0595     0.042 0.5310 0.0099   7.58   0.76  234.66   0.14  123.84   0.25  -0.0218 0.0035   0.16 2.24213    0.95  0.0108  0.0107       1034.8       1328.8   -7.54   -7.81    947   2009   0.00729  0.0107  -0.00926  0.0107  -0.00126    0.01    0.0347  0.0115   104     0  10  0   1.32E-4   2.0
    27.80      0.357     0.0039    0.0602    0.0426 0.5036 0.0122  11.09   0.97  234.70   0.20  123.86   0.32  -0.0161 0.0024  0.151 2.29620    1.12  0.0119  0.0118       1135.3       1415.2   -7.64   -7.88   1209   2425    0.0321   0.013   -0.0175  0.0122    0.0345  0.0125    0.0206  0.0118   119     0  10  0   1.12E-4   2.0
    30.58      0.312    0.00245    0.0407    0.0288 0.4508 0.0072  21.26   0.60  235.01   0.13  123.08   0.18  -0.0174 0.0019   0.11 2.35157    1.27 0.00856 0.00849       1271.8       1505.3   -7.76   -7.94   1617   2941    0.0161 0.00641   -0.0206 0.00657    0.0231 0.00628    0.0098 0.00589   138     0  10  0   5.18E-4   2.0
    33.64      0.237    0.00217    0.0384    0.0272 0.4225 0.0063  23.90   0.55  235.19   0.13  122.08   0.16  -0.0169 0.0012 0.0695 2.40827    1.56 0.00998 0.00989       1392.1       1591.8   -7.86     -8.   2053   3569  -0.00457 0.00514   -0.0221 0.00535   2.12E-4 0.00501    0.0133 0.00511   157     0  10  0   3.75E-4   2.0
    37.00      0.173     0.0017    0.0315    0.0222 0.4225 0.0073  22.86   0.64  235.19   0.16  122.08   0.21  -0.0101  0.001  0.099 2.46635    1.91  0.0107  0.0106       1480.1       1672.8   -7.93   -8.06   2483   4293  -0.00265 0.00636   0.00473 0.00638   6.85E-4 0.00632   0.00557 0.00639   172     0  50  2   0.00373   2.0
    40.70      0.147    0.00154    0.0296    0.0209 0.4507 0.0073  22.86   0.61  235.03   0.18  121.52   0.24 -0.00806 8.0E-4 0.0989 2.52582    2.08  0.0114  0.0113       1540.3       1752.2   -7.97   -8.11   2859   5193    -0.013 0.00672    0.0061 0.00662  -0.00452 0.00657  -0.00649 0.00662   184     0  10  0   8.16E-4   2.0
    44.77       0.12     0.0014     0.028    0.0198 0.4576 0.0101  22.99   0.84  234.41   0.27  122.54   0.38 -0.00474 7.6E-4  0.161 2.58673     2.3  0.0127  0.0126       1613.2        1833.   -8.02   -8.16   3413   6293  -0.00913 0.00929    0.0253    0.01  -0.00371 0.00916   2.47E-4 0.00919   201     0  10  0   3.83E-4   2.0
    49.25      0.101    0.00144      0.03    0.0212 0.4706 0.0076  24.69   0.62  233.30   0.23  123.27   0.32  -0.0057 6.6E-4  0.116 2.64910    2.49  0.0155  0.0153       1681.9       1914.6   -8.06   -8.21   4039   7637    -0.028 0.00753    0.0259 0.00739  -5.56E-4 0.00675  -0.00634 0.00679   219     0  10  0   0.00139   2.0
    54.17     0.0833    0.00147    0.0334    0.0236 0.3992 0.0132  36.45   1.21  227.68   0.46  125.84   0.51 -0.00347 5.7E-4  0.163 2.71298     2.7  0.0193   0.019       1814.8        1987.   -8.15   -8.25   5533   9233    0.0185   0.011    -0.047  0.0131    0.0241  0.0112   -0.0137  0.0107   259     0  17  0   0.00162   2.0
    59.59     0.0677    0.00129    0.0306    0.0216 0.4084 0.0097  41.94   0.88  228.68   0.39  124.91   0.41  -0.0037 4.7E-4  0.128 2.77840    2.92  0.0209  0.0205       1895.7       2055.5   -8.19   -8.28   6601  11165  -2.02E-4  0.0075   -0.0587  0.0106    0.0336  0.0084   0.00343 0.00724   282     0  16  0    0.0012   2.0
    65.55      0.043    0.00108    0.0273    0.0193 0.3711 0.0120  49.34   1.16  232.71   0.53  123.38   0.50 -0.00242 3.6E-4   0.15 2.84540    3.42  0.0275  0.0268        2007.       2114.7   -8.26   -8.31   8487  13509   -0.0286  0.0103   -0.0214 0.00991    0.0138 0.00954  -0.00623  0.0094   321     0  50  2   0.00281   2.0
    72.10     0.0255    9.94E-4    0.0269     0.019 0.3258 0.0171  42.70   1.82  234.62   0.76  120.23   0.78 -0.00153 3.1E-4  0.204 2.91401    3.98  0.0432  0.0415       2086.9       2153.6    -8.3   -8.33  11009  16321    0.0111  0.0128    0.0265  0.0137  -0.00385  0.0126   0.00403  0.0127   367     0  21  0   0.00121   2.0
    79.32     0.0175    9.42E-4    0.0268    0.0189 0.3258 0.0171  42.70   1.81  235.48   0.84  121.03   0.86 -0.00131 2.6E-4  0.195 2.98428    4.39  0.0602  0.0571       2134.4       2216.9   -8.32   -8.36  13331  19789   -0.0275  0.0137    0.0173   0.013    0.0118  0.0127    0.0209  0.0132   404     0  50  2   0.00317   2.0
    87.25    0.00915    8.55E-4    0.0255     0.018 0.3258 0.0347  40.45   3.68  240.71   1.85  122.57   1.94 -5.35E-4 1.4E-4  0.257 3.05624     5.1   0.106   0.097       2164.9        2259.   -8.34   -8.38  16125  23929   -0.0138  0.0258    0.0644  0.0305   -0.0601  0.0296    0.0659  0.0305   444     0  50  2   0.00172   2.0
    95.97    0.00414    8.40E-4    0.0276    0.0195 0.1942 0.0204  33.93   3.34  228.01   1.07  113.57   1.14 -9.78E-4  INDEF  INDEF 3.12994    5.96   0.246   0.201       2242.5       2280.4   -8.38    -8.4  23313  28913   -0.0256  0.0241    0.0163  0.0182     0.002  0.0127  -0.00144  0.0127   538     0  11  0   6.99E-4   2.0
